id_establecimiento,id_localidad,descripcion,nro_escuela,latitud,longitud,domicilio,telefono,nombre_directivo,ciudadanos_habilitados
195.2.11.300.1,195.2.11.300,1-ESCUELA N 997,1,,,,,,0
195.2.13.335.1,195.2.13.335,1-ESC. N657 GRAL.BERNARDINO CABALLERO,1,,,,,,0
195.2.13.378.1,195.2.13.378,1-ESCUELA NACIONAL N 1488,1,,,,,,0
195.2.15.183.1,195.2.15.183,1-ESCUELA N 35 JHON F. KENNEDY,1,,,,,,0
195.2.16.336.1,195.2.16.336,1-ESC. COMPAÑIA JOAIJHU Nº 1492,1,,,,,,0
195.2.16.336.2,195.2.16.336,2-ESC. Nº 2828 ARROYO MOROTI,2,,,,,,0
195.2.16.443.1,195.2.16.443,1-ESC. Nº1494 CRUCE LIBERACION,1,,,,,,0
195.2.16.443.2,195.2.16.443,2-COL. COMPAÑIA JEJUI,2,,,,,,0
195.2.17.194.1,195.2.17.194,1-ESC.NAC.N232 PROF.MARCELINO MACHUCA,1,,,,,,0
195.2.19.157.1,195.2.19.157,1-ESC.NAC.N236 JOSE FELIX ESTIGARRIBIA,1,,,,,,0
195.2.21.244.1,195.2.21.244,1-GIMNASIO MUNICIPAL,1,,,,,,0
195.1.0.127.1,195.1.0.127,1-CTRO. REG. DE EDUCACION JUAN E OLEARY,1,,,,,,0
195.1.0.330.1,195.1.0.330,1-ESC.BAS. 186 PROF. JORGE SEBASTIAN MIRANDA ,1,,,,,,0
195.1.1.114.1,195.1.1.114,1-SECCIONAL COLORADA N 114 BELEN,1,,,,,,0
195.1.2.333.1,195.1.2.333,1-ESC.N1669 GRAL.FRANCISCO CABALLERO A.,1,,,,,,0
195.1.3.178.1,195.1.3.178,1-SECCIONAL COLORADA N 178 HORQUETA,1,,,,,,0
195.1.4.331.1,195.1.4.331,1-ESC.N1800 GRAL. BERNARDINO CABALLERO,1,,,,,,0
195.1.5.198.1,195.1.5.198,1-COLEGIO NACIONAL JOHN F. KENNEDY,1,,,,,,0
195.1.6.293.1,195.1.6.293,1-ESC.BASICA Nº 521 JOSE P. ESTIGARRIBIA,1,,,,,,0
195.1.7.158.1,195.1.7.158,1-ESCUELA N 589 LAZARO ARANDA,1,,,,,,0
195.1.7.216.1,195.1.7.216,1-ESCUELA N 274 VALLEMI,1,,,,,,0
195.1.7.389.1,195.1.7.389,1-ESCUELA N 1457 TRES CERROS,1,,,,,,0
195.1.8.461.1,195.1.8.461,1-ESC. LAGUNA YBYCUA (COL. SAN ALFREDO),1,,,,,,0
195.1.9.302.1,195.1.9.302,1-ESCUELA N 1311 MARTIRES DE CERRO CORA,1,,,,,,0
195.1.10.282.1,195.1.10.282,1-ESCUELA N 445 PASO BARRETO,1,,,,,,0
195.1.10.282.2,195.1.10.282,2-ESC. Nº 1732 D. DE SAMANIEGO,2,,,,,,0
195.1.11.332.1,195.1.11.332,1-ESCUELA N 443 MAYOR JULIO OTAÑO,1,,,,,,0
195.1.12.720.1,195.1.12.720,1-COL.NAC. PASO HORQUETA JUANA S. ALONSO,1,,,,,,0
195.1.13.211.1,195.1.13.211,1-ESC. ITACUA (PTO. FONCIERE),1,,,,,,0
195.1.13.211.2,195.1.13.211,2-ESC.BASICA N°1471 - 8 DE DICIEMBRE -ITAPUKUMI,2,,,,,,0
195.2.0.215.1,195.2.0.215,1-ESCUELA GRADUADA PUERTO YBAPOBO,1,,,,,,0
195.3.0.130.1,195.3.0.130,1-COLEGIO NACIONAL DR. RAUL PENA,1,,,,,,0
195.3.1.146.1,195.3.1.146,1-ESC. MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.3.3.108.1,195.3.3.108,1-ESC.N42 DOMINGO MARTINEZ DE IRALA,1,,,,,,0
195.3.5.109.1,195.3.5.109,1-ESCUELA N 109 PADRE FIDEL MAIZ,1,,,,,,0
195.3.7.103.1,195.3.7.103,1-COL.NAC.N43 MCAL.FRANCISCO S. LOPEZ,1,,,,,,0
195.3.9.117.1,195.3.9.117,1-ESC.GRAD.N37 COMANDANTE LARA,1,,,,,,0
195.3.11.166.1,195.3.11.166,1-ESC.GRAD.N165 ANDRES FERREIRA GUERRERO,1,,,,,,0
195.3.13.113.1,195.3.13.113,1-ESCUELA JUAN BAUTISTA ALBERDI,1,,,,,,0
195.3.15.184.1,195.3.15.184,1-ESCUELA N 38 BERNARDINO CABALLERO,1,,,,,,0
195.3.17.179.1,195.3.17.179,1-ESCUELA GRADUADA N 47 PEDRO AGUILERA,1,,,,,,0
195.3.19.193.1,195.3.19.193,1-COLEGIO NACIONAL SAN RAFAEL ARCANGEL,1,,,,,,0
195.3.21.281.1,195.3.21.281,1-ESC.GRAD.N286 PEDRO ANTONIO CARDENAS,1,,,,,,0
195.3.23.291.1,195.3.23.291,1-COLEGIO NACIONAL MBOCAYATY DEL YHAGUY,1,,,,,,0
195.3.25.151.1,195.3.25.151,1-COLEGIO NACIONAL NUEVA COLOMBIA,1,,,,,,0
195.3.27.218.1,195.3.27.218,1-ESCUELA N° 46 MAESTRO FERMIN LOPEZ,1,,,,,,0
195.3.27.218.2,195.3.27.218,2-ESCUELA N°423 JUSTA PASTORA OJEDA - CÑIA CORDILLERA,2,,,,,,0
195.3.27.218.3,195.3.27.218,3-COL.NAC. CMDTE. BLAS SERVIN RAMIREZ-ITA MOROTI GUAZU,3,,,,,,0
195.3.29.228.1,195.3.29.228,1-ESCUELA N 39 JUAN H. PERTALOZZI,1,,,,,,0
195.2.21.244.2,195.2.21.244,2-MUSEO  HISTORICO,2,,,,,,0
195.2.21.244.3,195.2.21.244,3-ESC.CARLOS ANTONIO LOPEZ,3,,,,,,0
195.2.22.380.1,195.2.22.380,1-COLEGIO NACIONAL SAN JOSE,1,,,,,,0
195.2.22.380.2,195.2.22.380,2-ESC. SANTA LUCIA,2,,,,,,0
195.2.23.299.1,195.2.23.299,1-ESCUELA N 405 SAN PABLO,1,,,,,,0
195.2.24.383.1,195.2.24.383,1-COLEGIO NACIONAL SANTA ROSA,1,,,,,,0
195.2.25.248.1,195.2.25.248,1-ESC. N32 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.2.25.248.2,195.2.25.248,2-ESC. BASICA Nº 3986 - ANDRES D. BORGOÑON M.,2,,,,,,0
195.2.27.253.1,195.2.27.253,1-ESCUELA N 36 CANTALICIO ESPINOLA,1,,,,,,0
195.2.29.264.1,195.2.29.264,1-ESC. N33 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.2.31.288.1,195.2.31.288,1-ESCUELA N 417 JUANA MARIA DE LARA,1,,,,,,0
195.2.32.379.1,195.2.32.379,1-ESCUELA NACIONAL N 2792 SAN NICOLAS,1,,,,,,0
195.2.33.740.1,195.2.33.740,1-ESC. BAS. N°629 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.4.13.156.1,195.4.13.156,1-COLEGIO NACIONAL SAN VICENTE DE PAUL,1,,,,,,0
195.4.15.189.1,195.4.15.189,1-ESCUELA N 54 JOSE MARIA GOROSTIAGA,1,,,,,,0
195.4.17.185.1,195.4.17.185,1-ESC.NAC.N122 RIGOBERTO CABALLERO,1,,,,,,0
195.4.19.168.1,195.4.19.168,1-COLEGIO NACIONAL N 150 JOSE FASSARDI,1,,,,,,0
195.4.21.201.1,195.4.21.201,1-COLEGIO NACIONAL DELFIN CHAMORRO,1,,,,,,0
195.4.23.137.1,195.4.23.137,1-COLEGIO NACIONAL NATALICIO TALAVERA,1,,,,,,0
195.4.25.204.1,195.4.25.204,1-ESCUELA N 239 NUMI,1,,,,,,0
195.4.27.374.1,195.4.27.374,1-COLEGIO NACIONAL Nº 682 PASO YOBAI,1,,,,,,0
195.4.27.374.2,195.4.27.374,2-ESC. SAN FRANCISCO,2,,,,,,0
195.4.27.374.3,195.4.27.374,3-ESC. MANGRULLO,3,,,,,,0
195.4.27.374.4,195.4.27.374,4-ESC. PLANCHADA,4,,,,,,0
195.4.27.374.5,195.4.27.374,5-ESC.BAS.NRO.2290 GRAL.B.CABALLERO-ESC. CURUZU,5,,,,,,0
195.4.27.374.6,195.4.27.374,6-ESC. SAN AGUSTIN,6,,,,,,0
195.4.29.241.1,195.4.29.241,1-COLEGIO NACIONAL PAI CASSANELLO,1,,,,,,0
195.4.30.251.1,195.4.30.251,1-COLEGIO NACIONAL DELFIN CHAMORRO,1,,,,,,0
195.4.31.270.1,195.4.31.270,1-ESCUELA Nº 53 DR. AMERICO VELAZQUEZ,1,,,,,,0
195.5.0.123.1,195.5.0.123,1-COL.NAC.Nº219 ENRIQUE SOLANO LOPEZ,1,,,,,,0
195.5.0.338.1,195.5.0.338,1-ESCUELA Nº 282 FLORENTIN OVIEDO,1,,,,,,0
195.5.0.339.1,195.5.0.339,1-COLEGIO NACIONAL PEDRO P. PEÑA,1,,,,,,0
195.5.0.339.2,195.5.0.339,2-COL.SAN AGUSTIN/ESC.CALLE1 COL.BLAS GARAY,2,,,,,,0
195.3.31.312.1,195.3.31.312,1-COLEGIO NACIONAL SAN JOSE OBRERO,1,,,,,,0
195.3.33.240.1,195.3.33.240,1-ESCUELA N 48 DR. VICTOR BOETTNER,1,,,,,,0
195.3.35.250.1,195.3.35.250,1-COL.NAC.N44 PEDRO JUAN CABALLERO,1,,,,,,0
195.3.37.255.1,195.3.37.255,1-COLEGIO NACIONAL N 45 SAN JOSE,1,,,,,,0
195.4.0.254.1,195.4.0.254,1-LICEO NAC. MANUEL ORTIZ GUERRERO,1,,,,,,0
195.4.0.337.1,195.4.0.337,1-CENTRO REGIONAL NATALICIO TALAVERA,1,,,,,,0
195.4.1.112.1,195.4.1.112,1-COL.NAC. MONSENOR AGUSTIN RODRIGUEZ,1,,,,,,0
195.4.3.161.1,195.4.3.161,1-ESC.NAC. N 137 MAURICIO JOSE TROCHE,1,,,,,,0
195.4.5.126.1,195.4.5.126,1-ESCUELA N 55 TRIFON MONGEZ GONZALEZ,1,,,,,,0
195.4.7.143.1,195.4.7.143,1-ESCUELA N 239 CARMEN DE GOROSTIAGA,1,,,,,,0
195.4.9.177.1,195.4.9.177,1-ESCUELA N 52 FELIX PEREZ CARDOZO,1,,,,,,0
195.4.11.136.1,195.4.11.136,1-ESC. N 285 DON CRISTIANIANO VIERA CAMPUZANO,1,,,,,,0
195.5.11.279.1,195.5.11.279,1-COLEGIO NACIONAL DR.IGNACIO A.PANE,1,,,,,,0
195.5.13.314.1,195.5.13.314,1-ESC. Nº 965 JOSE DOMINGO OCAMPOS,1,,,,,,0
195.5.15.322.1,195.5.15.322,1-COLEGIO NACIONAL LA PASTORA,1,,,,,,0
195.5.17.313.1,195.5.17.313,1-LICEO NACIONAL CARLOS ANTONIO LOPEZ,1,,,,,,0
195.5.17.313.2,195.5.17.313,2-ESCUELA BASICA 1902,2,,,,,,0
195.5.19.297.1,195.5.19.297,1-ESCUELA Nº 140 NUEVA LONDRES,1,,,,,,0
195.5.20.186.1,195.5.20.186,1-COL. NAC. CNEL. TOLEDO,1,,,,,,0
195.5.21.298.1,195.5.21.298,1-COL.NAC. R.I.3 CORRALES Nº 810,1,,,,,,0
195.5.23.309.1,195.5.23.309,1-COL.NAC.Nº1602 RAUL ARSENIO OVIEDO,1,,,,,,0
195.5.25.285.1,195.5.25.285,1-ESC. GRAL. B. CABALLERO,1,,,,,,0
195.5.27.245.1,195.5.27.245,1-ESCUELA MARIA RAMOS DE VERBORT,1,,,,,,0
195.5.29.226.1,195.5.29.226,1-ESC.PROF. ELISA CARMEN ALDERETE,1,,,,,,0
195.5.31.280.1,195.5.31.280,1-ESCUELA Nº 356 SANTA ROSA DE LIMA,1,,,,,,0
195.5.33.324.1,195.5.33.324,1-COL.NAC.LIBERTADOR SIMON BOLIVAR,1,,,,,,0
195.5.34.445.1,195.5.34.445,1-COLEGIO NACIONAL COL.TEMBIAPORA,1,,,,,,0
195.5.35.375.1,195.5.35.375,1-ESCUELA LEONORA MELGAREJO,1,,,,,,0
195.5.37.271.1,195.5.37.271,1-COL.NAC.SANTO TOMAS DE AQUINO,1,,,,,,0
195.6.0.120.1,195.6.0.120,1-ESCUELA Nº 60 FRAY LUIS DE BOLAÑOS,1,,,,,,0
195.5.1.323.1,195.5.1.323,1-ESCUELA Nº 1597 - 3 DE FEBRERO,1,,,,,,0
195.5.3.125.1,195.5.3.125,1-ESCUELA DELFIN CHAMORRO,1,,,,,,0
195.5.3.340.1,195.5.3.340,1-COL.NAC.MCAL.FRANCISCO S. LOPEZ,1,,,,,,0
195.5.3.341.1,195.5.3.341,1-ESCUELA LUCIA TAVAROZZI,1,,,,,,0
195.5.5.128.1,195.5.5.128,1-C.NAC. CENTENARIO DE LA EPOPEYA NACIONAL,1,,,,,,0
195.5.7.142.1,195.5.7.142,1-COL.NAC. DR. JUAN MANUEL FRUTOS,1,,,,,,0
195.5.9.295.1,195.5.9.295,1-ESCUELA NACIONAL Nº 727,1,,,,,,0
195.7.0.165.1,195.7.0.165,1-CENTRO REGIONAL PATRICIO ESCOBAR,1,,,,,,0
195.7.0.342.1,195.7.0.342,1-ESCUELA Nº 572 JOHN F. KENNEDY,1,,,,,,0
195.7.0.343.1,195.7.0.343,1-ESCUELA CUATRO POTRERO,1,,,,,,0
195.7.1.308.1,195.7.1.308,1-ESCUELA Nº 1429 CARONAY,1,,,,,,0
195.7.3.276.1,195.7.3.276,1-ESC.NAC.Nº338 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.7.5.141.1,195.7.5.141,1-ESCUELA ADELA SPERATTI - CENTRO,1,,,,,,0
195.7.5.141.2,195.7.5.141,2-ESCUELA 731 SAN MIGUEL,2,,,,,,0
195.7.5.141.3,195.7.5.141,3-ESCUELA 2445 SAN FRANCISCO,3,,,,,,0
195.7.5.141.4,195.7.5.141,4-ESCUELA B. CABALLERO  - ARROYO PORA,4,,,,,,0
195.7.7.140.1,195.7.7.140,1-ESC.Nº645 MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.7.7.140.2,195.7.7.140,2-ESC.BASICA N°961 JOSE MARIA ARGAÑA,2,,,,,,0
195.7.9.144.1,195.7.9.144,1-COLEGIO NACIONAL MOISES BERTONI,1,,,,,,0
195.7.11.283.1,195.7.11.283,1-ESC.Nº 646 MCAL.FRANCISCO S. LOPEZ,1,,,,,,0
195.7.13.122.1,195.7.13.122,1-COLEGIO NUESTRA SEÑORA DEL CARMEN,1,,,,,,0
195.7.15.118.1,195.7.15.118,1-COL.NAC.MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.6.0.120.2,195.6.0.120,2-COLEGIO SECUNDARIO PARROQUIAL,2,,,,,,0
195.6.0.120.3,195.6.0.120,3-COLEGIO NACIONAL DE LA CÑIA BOQUERON,3,,,,,,0
195.6.1.102.1,195.6.1.102,1-ESCUELA 145 VIRGILIO R. LEGAL,1,,,,,,0
195.6.1.102.2,195.6.1.102,2-ESCUELA DE LA CÑIA. PASO TUNA,2,,,,,,0
195.6.1.102.3,195.6.1.102,3-ESCUELA CÑIA. TARUMA - CAMPO AZUL,3,,,,,,0
195.6.1.102.4,195.6.1.102,4-ESC.BASICA 5145 MCAL.FRANCISCO S. LOPEZ,4,,,,,,0
195.6.2.423.1,195.6.2.423,1-ESCUELA 889 CÑIA 3 DE MAYO,1,,,,,,0
195.6.2.423.2,195.6.2.423,2-ESCUELA 1892 COMPAÑÍA SANTA URSULA,2,,,,,,0
195.6.2.423.3,195.6.2.423,3-ESC.Nº 964 AUGUSTO ROA BASTOS,3,,,,,,0
195.6.2.423.4,195.6.2.423,4-ESC.BASICA 4231 SAN ROQUE,4,,,,,,0
195.6.3.115.1,195.6.3.115,1-COLEGIO NACIONAL JUAN GUILLERMO DIAZ,1,,,,,,0
195.6.5.150.1,195.6.5.150,1-COLEGIO NACIONAL DR. MOISES BERTONI,1,,,,,,0
195.6.7.266.1,195.6.7.266,1-ESCUELA Nº 64 ALEJO GARCIA,1,,,,,,0
195.6.9.149.1,195.6.9.149,1-ESCUELA Nº 143 GRAL. HIGINIO MORINIGO,1,,,,,,0
195.6.11.200.1,195.6.11.200,1-ESCUELA Nº 61 CNEL. ABDON PALACIOS,1,,,,,,0
195.6.13.239.1,195.6.13.239,1-ESCUELA Nº 174 DEFENSORES DEL CHACO,1,,,,,,0
195.6.13.239.2,195.6.13.239,2-COLEGIO NACIONAL SAN CARLOS,2,,,,,,0
195.6.13.239.3,195.6.13.239,3-COLEGIO NACIONAL SAN FRANCISCO,3,,,,,,0
195.6.13.239.4,195.6.13.239,4-COL.NAC. JUAN PABLO I - CIA. PINDO-I,4,,,,,,0
195.6.15.327.1,195.6.15.327,1-ESCUELA Nº 941,1,,,,,,0
195.6.17.267.1,195.6.17.267,1-COLEGIO NACIONAL FELIPE MOLAS - CIUDAD,1,,,,,,0
195.7.47.230.1,195.7.47.230,1-ESC.Nº815 PEDRO JUAN CABALLERO,1,,,,,,0
195.7.49.238.1,195.7.49.238,1-ESC.Nº66 ENRIQUE SOLANO LOPEZ,1,,,,,,0
195.7.49.238.2,195.7.49.238,2-ESC.N°2050 VIRGEN DE CAACUPE-FLEITAS CUE,2,,,,,,0
195.7.49.238.3,195.7.49.238,3-ESC.BASICA 2054 DR. GASPAR R. DE FRANCIA,3,,,,,,0
195.7.51.304.1,195.7.51.304,1-LIC. SAN RAFAEL DEL PARANA - KM 12,1,,,,,,0
195.7.51.304.2,195.7.51.304,2-ESC. DE LA COL. ALBORADA N° 2511,2,,,,,,0
195.7.51.410.1,195.7.51.410,1-ESCUELA DE NARANJITO,1,,,,,,0
195.7.53.303.1,195.7.53.303,1-UNIVERSIDAD NACIONAL DE ITAPUA ,1,,,,,,0
195.7.53.303.2,195.7.53.303,2-UNIVERSIDAD TECNOLOGICA INTERCONTINENTAL UTIC,2,,,,,,0
195.7.55.192.1,195.7.55.192,1-ESCUELA NACIONAL Nº 739 TRINIDAD,1,,,,,,0
195.7.57.306.1,195.7.57.306,1-COLEGIO NACIONAL DE YATYTAY,1,,,,,,0
195.8.0.231.1,195.8.0.231,1-COL.NAC.Nº701 DR.VICTOR N.VASCONCELLOS,1,,,,,,0
195.8.1.105.1,195.8.1.105,1-ESCUELA Nº 1915 PIO BARRIOS - MIL VIVIENDAS,1,,,,,,0
195.8.3.243.1,195.8.3.243,1-COLEGIO NACIONAL RIGOBERTO CABALLERO,1,,,,,,0
195.8.3.243.2,195.8.3.243,2-CENTRO EDUCATIVO Nº 702,2,,,,,,0
195.8.5.232.1,195.8.5.232,1-TINGLADO MUNICIPAL,1,,,,,,0
195.8.7.246.1,195.8.7.246,1-ESCUELA GRADUADA Nº 391 AREA 4,1,,,,,,0
195.8.9.233.1,195.8.9.233,1-ESC.GRAD. Nº135 SANTA MARIA DE FE,1,,,,,,0
195.7.17.301.1,195.7.17.301,1-ESCUELA Nº 3582 EDELIRA,1,,,,,,0
195.7.19.152.1,195.7.19.152,1-ESCUELA Nº 271 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.7.21.174.1,195.7.21.174,1-ESC.NAC.Nº699 VICEPRESIDENTE SANCHEZ,1,,,,,,0
195.7.23.153.1,195.7.23.153,1-COLEGIO NACIONAL CRISTO REY,1,,,,,,0
195.7.25.139.1,195.7.25.139,1-ESCUELA NACIONAL DR. RAUL PEÑA,1,,,,,,0
195.7.27.329.1,195.7.27.329,1-ESCUELA Nº 2113 CENTRO EDUCATIVO Nº 3,1,,,,,,0
195.7.29.191.1,195.7.29.191,1-ESC.NAC.Nº614 DR.GASPAR R.DE FRANCIA,1,,,,,,0
195.7.31.247.1,195.7.31.247,1-ESC.Nº522 MAYOR ALCIDES OVIEDO,1,,,,,,0
195.7.33.307.1,195.7.33.307,1-LIC NACIONAL DE LA COLONIA LA PAZ,1,,,,,,0
195.7.35.147.1,195.7.35.147,1-ESCUELA Nº 647 VIRGEN DE CAACUPE,1,,,,,,0
195.7.37.294.1,195.7.37.294,1-ESC.Nº 939 REVERENDO RICARDO MUSCH,1,,,,,,0
195.7.39.206.1,195.7.39.206,1-ESC.Nº813 REV. PADRE FRANCISCO KLER,1,,,,,,0
195.7.41.148.1,195.7.41.148,1-EST.MUNICIPAL- COL. NACIONAL SAN BLAS,1,,,,,,0
195.7.43.305.1,195.7.43.305,1-COLEGIO NACIONAL ESPIRITU SANTO,1,,,,,,0
195.7.45.229.1,195.7.45.229,1-ESC.Nº209 VICEPRESIDENTE SANCHEZ,1,,,,,,0
195.9.17.224.1,195.9.17.224,1-COLEGIO NACIONAL DE QUIINDY,1,,,,,,0
195.9.19.225.1,195.9.19.225,1-ESC. N° 76 GRAL. FULGENCIO YEGROS,1,,,,,,0
195.9.21.111.1,195.9.21.111,1-ESC.NAC.Nº79 ESTADOS UNIDOS,1,,,,,,0
195.9.23.242.1,195.9.23.242,1-ESCUELA  Nº 83 SRA. DOMINGA RUIZ DIAZ,1,,,,,,0
195.9.25.252.1,195.9.25.252,1-COLEGIO NACIONAL ING. PABLO BASENDAU,1,,,,,,0
195.9.27.275.1,195.9.27.275,1-COL.NAC. DR.GASPAR R. DE FRANCIA,1,,,,,,0
195.9.27.275.2,195.9.27.275,2-COL. RCA. DE GUATEMALA,2,,,,,,0
195.9.27.275.3,195.9.27.275,3-COL. RAMON BOGARIN - CÑIA. ITA POTRERO,3,,,,,,0
195.9.27.275.4,195.9.27.275,4-ESC. PANAMERICANA - CÑIA. PEGUAJHO,4,,,,,,0
195.9.29.273.1,195.9.29.273,1-COLEGIO NACIONAL GRAL. CESAR BARRIENTOS,1,,,,,,0
195.9.29.273.2,195.9.29.273,2-COLEGIO BERNARDINO CABALLERO,2,,,,,,0
195.9.31.269.1,195.9.31.269,1-COLEGIO NACIONAL CARLOS ANTONIO LOPEZ,1,,,,,,0
195.10.0.287.1,195.10.0.287,1-CENTRO REG. GASPAR RODRIGUEZ DE FRANCIA,1,,,,,,0
195.10.0.344.1,195.10.0.344,1-COL.NAC.1532 1er.INTENDENTE MUNICIPAL,1,,,,,,0
195.10.0.345.1,195.10.0.345,1-ESCUELA NACIONAL SAN LUCAS,1,,,,,,0
195.10.0.346.1,195.10.0.346,1-ESC.GDA Nº5451 REP.ORIENTAL DEL URUGUAY,1,,,,,,0
195.8.11.237.1,195.8.11.237,1-ESC.GRAD. Nº 70 SANTA ROSA DE LIMA,1,,,,,,0
195.8.13.234.1,195.8.13.234,1-ESCUELA Nº 69 ALICIA G. DE MORA,1,,,,,,0
195.8.15.257.1,195.8.15.257,1-ESC.NAC.Nº238 GRAL. JOSE E. DIAZ,1,,,,,,0
195.8.17.274.1,195.8.17.274,1-ESCUELA Nº 164 CARLOS ANTONIO LOPEZ,1,,,,,,0
195.9.0.223.1,195.9.0.223,1-COLEGIO NACIONAL EMD PARAGUARI,1,,,,,,0
195.9.0.223.2,195.9.0.223,2-INSTITUTO DE FORMACION DOCENTE,2,,,,,,0
195.9.0.223.3,195.9.0.223,3-COL. SAN AGUSTIN - CÑIA CERRO LEON,3,,,,,,0
195.9.0.223.4,195.9.0.223,4-ESCUELA J. IRIARTE CÑIA. ÑUATI,4,,,,,,0
195.9.1.104.1,195.9.1.104,1-ESC.Nº73 PATROCINIA GONZALEZ DE FREYES,1,,,,,,0
195.9.3.121.1,195.9.3.121,1-ESCUELA Nº 356 HEROES DEL CHACO,1,,,,,,0
195.9.5.119.1,195.9.5.119,1-COL. MCAL. ESTIGARRIBIA,1,,,,,,0
195.9.5.119.2,195.9.5.119,2-ESC.NAC.Nº78 REP.DE NICARAGUA,2,,,,,,0
195.9.7.167.1,195.9.7.167,1-ESCUEL Nº 220 OLIMPIO VILLAGRA,1,,,,,,0
195.9.9.132.1,195.9.9.132,1-ESCUELA Nº 116 REP.DEL SALVADOR,1,,,,,,0
195.9.11.159.1,195.9.11.159,1-COLEGIO NACIONAL DE LA COLMENA,1,,,,,,0
195.9.12.460.1,195.9.12.460,1-ESC.Básica Nº1855 DON JUSTO BENEGAS BARRIOS,1,,,,,,0
195.9.13.203.1,195.9.13.203,1-ESCUELA 74 PDTE ELIGIO AYALA,1,,,,,,0
195.9.13.203.2,195.9.13.203,2-ESCUELA 1357 CÑIA LOMA GUAZU,2,,,,,,0
195.9.15.220.1,195.9.15.220,1-ESC. Nº 80 GRAL.JOSE EDUVIGIS DIAZ,1,,,,,,0
195.10.0.400.1,195.10.0.400,1-COLEGIO NACIONAL SANTA ANA,1,,,,,,0
195.10.0.401.1,195.10.0.401,1-ESC.Nº1534 DEF. DEL CHACO Bº SAN ISIDRO,1,,,,,,0
195.10.0.402.1,195.10.0.402,1-ESCUELA Nº 1527 KM 10 ACARAY,1,,,,,,0
195.10.0.403.1,195.10.0.403,1-ESCUELA AGRICOLA KM. 12,1,,,,,,0
195.10.0.451.1,195.10.0.451,1-Esc.Nº2982 San Miguel Arcangel  ,1,,,,,,0
195.10.1.278.1,195.10.1.278,1-ESC.Nº415 MCAL.FRANCISCO SOLANO LOPEZ,1,,,,,,0
195.10.2.405.1,195.10.2.405,1-ESC.NRO.3800 MCAL. ESTIGARRIBIA,1,,,,,,0
195.10.3.212.1,195.10.3.212,1-COLEGIO NACIONAL Nº 872,1,,,,,,0
195.10.5.175.1,195.10.5.175,1-COLEGIO NACIONAL TACURU PUCU,1,,,,,,0
195.10.5.452.1,195.10.5.452,1-LIC. STO. DOMINGO DE GUZMAN,1,,,,,,0
195.10.7.348.1,195.10.7.348,1-ESCUELA GRADUADA Nº 1865,1,,,,,,0
195.10.9.187.1,195.10.9.187,1-ESCUELA GRADUADA Nº 84 CERRO CORA,1,,,,,,0
195.10.9.391.1,195.10.9.391,1-ESCUELA GRADUADA Nº 1516,1,,,,,,0
195.10.0.347.1,195.10.0.347,1-ESC.NAC.DON CARLOS BARRETO SARUBBI,1,,,,,,0
195.10.0.394.1,195.10.0.394,1-ESCUELA Nº 2981 BARRIO REMANSITO,1,,,,,,0
195.10.0.395.1,195.10.0.395,1-ESC.Nº670 GRAL.BERNARDINO CABALLERO,1,,,,,,0
195.10.0.396.1,195.10.0.396,1-ESC.GRAD. Nº 1017 BARRIO FATIMA,1,,,,,,0
195.10.0.397.1,195.10.0.397,1-ESC.GRAD.Nº1633 AREA HABITACIONAL 4,1,,,,,,0
195.10.0.398.1,195.10.0.398,1-ESCUELA Nº 2974 BARRIO MBURUCUYA,1,,,,,,0
195.10.0.399.1,195.10.0.399,1-COLEGIO NACIONAL SOLDADO PARAGUAYO,1,,,,,,0
195.10.25.390.1,195.10.25.390,1-ESCUELA NACIONAL AREA 5,1,,,,,,0
195.10.27.321.1,195.10.27.321,1-ESCUELA Nº 1898 SAN ALBERTO MAGNO,1,,,,,,0
195.10.29.311.1,195.10.29.311,1-ESC.P.IGLESIA CATOL.SAN CRISTOBAL,1,,,,,,0
195.10.30.409.1,195.10.30.409,1-COLEGIO NACIONAL PADRE GUIDO CORONEL,1,,,,,,0
195.10.31.318.1,195.10.31.318,1-ESCUELA Nº 1933,1,,,,,,0
195.10.33.315.1,195.10.33.315,1-LICEO NACIONAL CARLOS ANTONIO LOPEZ,1,,,,,,0
195.10.34.326.1,195.10.34.326,1-ESC. Nº 1772 MON. A. VAN HAKEN,1,,,,,,0
195.10.35.292.1,195.10.35.292,1-COLEGIO NACIONAL PARAGUAY JAPON,1,,,,,,0
195.11.0.101.1,195.11.0.101,1-ESC.NAC.Nº86 DOMINGO MARTINEZ DE IRALA,1,,,,,,0
195.11.0.101.2,195.11.0.101,2-COL. NAC. CADETES DEL CHACO,2,,,,,,0
195.11.0.433.1,195.11.0.433,1-COL.NAC. JUAN DE LA CRUZ GAONA,1,,,,,,0
195.11.0.433.2,195.11.0.433,2-ESC. BASICA N° 2128 FRANCISCO MEDINA,2,,,,,,0
195.11.0.434.1,195.11.0.434,1-ESC.N° 413 CARLOS A. LOPEZ,1,,,,,,0
